Address,Permit No,Lat,Long,Description,Link,Issued
114 Station Street CARLTON VIC 3053,-37.794741,144.974713,TP-2013-846,Demolition of existing fences and construction of roller doors,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=202639,Yes
350 Cardigan Street CARLTON VIC 3053,-37.796471,144.966454,TP-2013-847,Partial demolition to rear of existing dwelling and window to facade and construction of alterations and additions including first storey to dwelling,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=202640,Yes
62-66 Little Collins Street MELBOURNE VIC 3000,-37.8129169,144.9714081,TP-2013-145/A,"Carry out development including minor demolition, alterations and the construction of a balcony for use as an extension to the existing hotel",http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=202641,Yes
11 Curran Street NORTH MELBOURNE VIC 3051,-37.792628,144.943883,TP-2013-845,Alterations and additions to existing dwelling,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=203093,Yes
67 Drummond Street CARLTON VIC 3053,-37.805244,144.967358,TP-2013-844,Partial demolition and construction of an extension to the rear of the existing three-storey building including a roofdeck and cellar basement,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=203025,No
14-18 Anderson Street WEST MELBOURNE VIC 3003,-37.8052329,144.9420366,TP-2012-19/A,Construction of a multi storey residential building and waiver of parking requirements,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=203026,No
201-203 Bourke Street MELBOURNE VIC 3000,-37.813247,144.967495,TP-2013-843,Increase gross floor area of the building,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=204122,Yes
786-798 Elizabeth Street MELBOURNE VIC 3000,-37.800064,144.958074,TP-2013-841,erection and display of a business identification sign,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=202956,Yes
98-108 Rankins Road KENSINGTON VIC 3031,-37.792122,144.930946,TP-2013-97,Subdivision in accordance with PS702137J. Subdivide land into twenty six (26) lots in accordance with the approved development permit.,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=192456,No
18 St Martins Lane SOUTH YARRA VIC 3141,-37.835246,144.981703,TP-2013-98,Construction of a deck to rear of existing dwelling,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=192464,Yes
4 New Street KENSINGTON VIC 3031,-37.792974,144.928272,TP-2013-99,Buildings and works to construct a sliding gate to the rear of the dwelling,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=192479,Yes
114-122 Exhibition Street MELBOURNE VIC 3000,-37.8128696,144.9711985,TP-2013-100,Installation of 3 internally illuminated signs to building,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=192481,No
188 Bourke Street MELBOURNE VIC 3000,-37.8127816,144.9677183,TP-2013-92,"Building and works including alterations to the shopfront, covered stairs for rooftop access, balustrading, exhaust flue and ground level business signage",http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=192375,Yes
123-127 Bouverie Street CARLTON VIC 3053,-37.8035013,144.9618635,TP-2013-93,"Buildings and works, including demolition of a ramp structure and construction of a building for use as a childcare centre, and reduction in the car parking requirement",http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=192401,Yes
The Bank Apartments 269-283 City Road SOUTHBANK VIC 3006,-37.82737,144.95905,TP-2013-94,Buildings and works to erect overhead canopies and business identification signage,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=192413,Yes
Ground 22 Punch Lane MELBOURNE VIC 3000,-37.810343,144.971147,TP-2013-95,Buildings and works to replace windows and erect a new awning above entrance,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=192415,Yes
73-77 Bourke Street MELBOURNE VIC 3000,-37.81214,144.971178,TP-2013-90,"Building and works for alterations and extension to the building, display of advertising signs and a reduction in the car parking requirements of Clause 52.06",http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=192334,No
EXO Apartments 33-61 Merchant Street DOCKLANDS VIC 3008,-37.8205341,144.9440741,TP-2013-91,Erection of business identification signage,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=192337,Yes
12-20 The Righi SOUTH YARRA VIC 3141,-37.832816,144.987008,TP-2013-1016,Demolition of existing dwelling and construction a new residential building,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=205603,Yes
54-62 Wirraway Drive FISHERMANS BEND VIC 3207,-37.825003,144.908748,TP-2013-1018,Buildings and works for the construction of an additional level to the existing building and reduction in the required parking rate,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=205604,Yes
300-308 Victoria Street NORTH MELBOURNE VIC 3051,-37.805694,144.956361,TP-2013-1019,"Change of use for the first floor to a restricted recreation facility, construction of alterations to the building including demolition and construction of business identification signs",http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=205606,Yes
174-192 Exhibition Street MELBOURNE VIC 3000,-37.811216,144.970637,TPS-2013-27,To repaint the facade,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=205613,No
Parkville Comprehensive Cancer Centre Site 703-721 Elizabeth Street MELBOURNE VIC 3000,-37.800071,144.956616,TP-2013-1012,"To create or alter access to a road in a Road Zone, Category 1, under the provisions of Clause 52.29 of the Melbourne Planning Scheme",http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=205545,Yes
RMIT University 100-186 La Trobe Street MELBOURNE VIC 3000,-37.8089743,144.9652716,TP-2013-1013,Removal of existing floodlit high wall business identification sign and replacement with an internally illuminated high wall business identification sign,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=205549,No
Victoria Harbour Precinct 839-899 Collins Street DOCKLANDS VIC 3008,-37.8208296,144.9479048,TP-2013-1014,Buildings and works associated with a temporary informal outdoor recreation facility and a sign,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=205584,Yes
33-89 Lygon Street CARLTON VIC 3053,-37.805465,144.965677,TP-2013-1015,Buildings and works to install new dust extraction units and associated fence enclosure outside the existing building,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=205585,No
352-362 Lonsdale Street MELBOURNE VIC 3000,-37.812136,144.961618,TP-2012-444/A,Application to amend an existing planning permit for the installation of a rooftop telecommunications facility at Mitchell House,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=205587,Yes
84 Wellington Parade EAST MELBOURNE VIC 3002,-37.8163739,144.9872509,TP-2013-1008,2 lot subdivision of PS724443C,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=205505,Yes
RMIT University 100-186 La Trobe Street MELBOURNE VIC 3000,-37.8089743,144.9652716,TP-2014-1125,Display of a temporary major promotion sign on hoarding to the front of the existing building,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=225864,Yes
364-366 Victoria Street NORTH MELBOURNE VIC 3051,-37.805444,144.954133,TP-2014-1126,New liquor licence (replacing existing on-premises licence with new restaurant/cafe licence),http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=225867,Yes
14-16 Speakmen Street KENSINGTON VIC 3031,-37.7943361,144.9169953,TP-2014-1127,Alterations and addition to garage at the rear of existing dwelling,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=225868,Yes
351-357 Collins Street MELBOURNE VIC 3000,-37.8173248,144.9628834,TP-2014-1121,Construction and display of an internally illuminated business identification sign,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=225768,Yes
298 Collins Street MELBOURNE VIC 3000,-37.8160654,144.9643175,TP-2014-1122,"Buildings and works, including an alteration to the existing shopfront",http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=225770,Yes
1 Albermarle Street KENSINGTON VIC 3031,-37.796365,144.932937,TP-2014-1123,Alterations and additions including partial demolition of the existing dwelling,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=225776,Yes
261-263 Abbotsford Street NORTH MELBOURNE VIC 3051,-37.801126,144.945481,TP-2014-1124,Demolition of existing buildings and construction of a multi-storey apartment building above two levels of basement car parking including car spaces in excess of the maximum requirement,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=225779,No
319-323 Swanston Street MELBOURNE VIC 3000,-37.8107032,144.9640739,TP-2014-490/B,Addition of signage behind glass wall on Little Lonsdale facade and 50` led tv behind glass wall on Little Lonsdale facade and removal of signs 1,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=225783,No
319-323 Swanston Street MELBOURNE VIC 3000,-37.8107032,144.9640739,TP-2014-705/A,Retrospective construction and display of a high wall internally illuminated business identification sign,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=225784,No
46 Morrah Street PARKVILLE VIC 3052,-37.795305,144.956007,TP-2014-328/A,Buildings and works for the construction of a deck including part demolition of the existing dwelling,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=225855,Yes
312-320 City Road SOUTHBANK VIC 3006,-37.827212,144.958237,TP-2015-130,Part use of the site as a temporary display suite,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=228828,No
18-22 Collins Street MELBOURNE VIC 3000,-37.813307,144.972979,TP-2015-131,Buildings and works comprising the Installation of an air conditioning unit,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=228842,Yes
247-257 William Street MELBOURNE VIC 3000,-37.8150012,144.9584632,TP-2015-132,"Partial demolition, and subsequent buildings and works to the existing shopfront",http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=228847,Yes
156-172 Victoria Street CARLTON VIC 3053,-37.8102218,144.997268,TP-2015-118,Construction and display of signage,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=228688,No
248-250 King Street MELBOURNE VIC 3000,-37.8141361,144.9549936,TP-2015-119,Construction of new awnings,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=228690,No
56 Dorrit Street CARLTON VIC 3053,-37.799307,144.966579,TP-2015-120,Buildings and works for repairing the slate roof by installing a corrugated iron sheet to the rear pitch of the roof,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=228691,Yes
69-73 Collins Street MELBOURNE VIC 3000,-37.814207,144.9711828,TP-2015-121,Partial demoltion and external alterations to the existing building,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=228703,Yes
11-21 Marne Street SOUTH YARRA VIC 3141,-37.83701,144.983465,TP-2015-122,"Carry out works, repairs and routine maintenance which changes the appearance of a heritage place and external painting",http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=228707,Yes
152-156 Swanston Street MELBOURNE VIC 3000,-37.814024,144.966167,TP-2015-123,Alterations to shopfront and construction and display of business identification signs,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=228709,Yes
181 Elgin Street CARLTON VIC 3053,-37.797513,144.968444,TP-2015-124,The proposal to allow the sale and consumption of liquor (Tavern Use).,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=228722,No
243-251 Flemington Road NORTH MELBOURNE VIC 3051,-37.793292,144.9467834,TP-2011-652/B,Amendment to the existing permit and endorsed plans to; amend condition 7 to allow for 5 practitioners; increase the number of car spaces from 38 to 47; a reduction in the number of bicycle spaces from 26 to 14; deletion of the meeting and procedure room to facilitate  additional consulting rooms; an additional childcare room to accommodate an extra 27 children; a reduction in the outdoor area on the second floor and roof levels; an additional two-bedroom apartment to be located on the third floor; relocation of storage and service area from the basement to first floor level and other internal alterations,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=212724,No
