Address,Permit No,Lat,Long,Description,Link,Issued
60-96 Macaulay Road NORTH MELBOURNE VIC 3051,-37.798306,144.942501,TP-2012-632,"To use the site as a Medical Centre, waive car and bicycle parking requirements and construction of entry stairs",http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=184427,Yes
The Guilfoyle 35-47 Coventry Street SOUTHBANK VIC 3006,-37.8296395,144.9693811,TPM-2007-7/A,Amendment to the permit Preamble to include Licensed Premises and amend Conditions 32 to increase the number of patrons and Condition 33 - Liquor Licence to extend the hours of operation to 11.30pm,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=184431,Yes
The Mark On Collins Apartments 319-325 Collins Street MELBOURNE VIC 3000,-37.8168437,144.9636298,TP-2012-621,Construction of Illuminated business identification signage,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=184274,Yes
1-13 Abbotsford Street WEST MELBOURNE VIC 3003,-37.80789,144.943276,TP-2012-622,Alterations to the ground floor of an existing three-storey dwelling including construction of a garage with crossover.,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=184308,No
129-133 Leveson Street NORTH MELBOURNE VIC 3051,-37.800769,144.951243,TP-2012-623,Partial demolition and additions to rear of an existing dwelling on a lot less than 300 square metres in a Residential 1 Zone and in a Heritage Overlay,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=184310,Yes
143 Palmerston Street CARLTON VIC 3053,-37.796494,144.970189,TP-2012-624,Painting of the front facade of dwelling,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=184312,Yes
96-102 Exhibition Street MELBOURNE VIC 3000,-37.813182,144.97149,TP-2012-625,"Buildings and works to an existing shop front, construction of an ATM, construction of  internally illuminated business identification signage and an electronic sign",http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=184314,Yes
123-129 Lonsdale Street MELBOURNE VIC 3000,-37.810711,144.968669,TP-2012-626,"Erection of internally-illuminated, cantilevered business identification signage",http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=184316,Yes
601-611 Little Collins Street MELBOURNE VIC 3000,-37.8179196,144.9542887,TP-2012-615,Subdivision in accordance with PS507443P Stage 7,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=184179,Yes
219-225 Bourke Street MELBOURNE VIC 3000,-37.813426,144.96708,TP-2012-616,Construction and display of a business identification sign,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=184196,Yes
30 Milton Street WEST MELBOURNE VIC 3003,-37.807807,144.953935,TP-2013-961,Demolition of existing roofs and construction of new roofs,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=204511,Yes
42 South Wharf Drive DOCKLANDS VIC 3008,-37.822692,144.9387651,TP-2013-962,Buildings and works for the construction of a glass roof to the existing courtyard,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=204515,Yes
259 Abbotsford Street NORTH MELBOURNE VIC 3051,-37.8012153,144.9455943,TP-2013-963,Proposed rooftop solar panels and deck to existing dwelling,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=204519,Yes
38 Melrose Street NORTH MELBOURNE VIC 3051,-37.794133,144.942217,TP-2013-964,Partial demolition to rear of existing dwelling and construction of alterations and additions to rear of dwelling,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=204534,Yes
78 Albert Street EAST MELBOURNE VIC 3002,-37.810698,144.988382,TP-2013-969,"Part demolition, alterations and additions to a dwelling",http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=204538,Yes
485-491 St Kilda Road MELBOURNE VIC 3004,-37.8429795,144.9782283,TP-2013-965,"Buildings and works to construct two new externalglazed openings and  enclose four existing external doorways",http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=205528,No
509-515 St Kilda Road MELBOURNE VIC 3004,-37.8445998,144.9788244,TP-2013-966,"Part demolition, buildings and works and business identification signage",http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=205529,Yes
315-321 Elizabeth Street MELBOURNE VIC 3000,-37.8112018,144.9614527,TP-2013-967,Carry out development including part demolition and alterations to existing hotel to increase the size of the outdoor area facing Elizabeth Street,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=205530,Yes
81 Market Street KENSINGTON VIC 3031,-37.791109,144.925585,TP-2013-968,Part demolition of the existing dwelling and construction of an addition,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=205531,No
401-405 Swanston Street MELBOURNE VIC 3000,-37.8089295,144.9634382,TP-2013-959,"Partial demolition, alterations to the shopfront including external painting and construction and disply of internally illuminated business identification signs",http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=204453,Yes
41-59 Sims Street WEST MELBOURNE VIC 3003,-37.801819,144.912282,TP-2015-413,Installation of a gas cylinder and plumbing fixtures with associated building and works,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=233814,No
122 Russell Street MELBOURNE VIC 3000,-37.813424,144.968711,TP-2015-414,Construction of buildings and works to existing building and waiver of the statutory bicycle parking requirement associated with the increase in floor area,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=233817,No
16 Carroll Street NORTH MELBOURNE VIC 3051,-37.795749,144.946044,TP-2015-411,Externally alter and paint the building in addition to construction of a fence,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=233822,Yes
11-19 Bank Place MELBOURNE VIC 3000,-37.816593,144.960188,TP-2015-415,Use of level 1 as an Indoor Recreation Facility,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=233826,No
175-183 Queen Street MELBOURNE VIC 3000,-37.814603,144.959825,TP-2015-416,Construction and display of an internally illuminated business identification sign,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=233830,Yes
Flinders House 238-244 Flinders Lane MELBOURNE VIC 3000,-37.8185287,144.9590104,TP-2015-417,Construct and display business identification signs,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=233832,No
54 Faraday Street CARLTON VIC 3053,-37.799009,144.97241,TP-2015-418,Partial demolition and construction of a balcony at rear of existing dwelling,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=233834,No
MELBOURNE,28.0836269,-80.6081089,TP-2015-419,Construction of road works and street furniture associated with a tramway,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=233836,Yes
2-14 Drummond Street CARLTON VIC 3053,-37.8066889,144.9675251,TP-2015-420,Construction of a roofop access structure,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=233838,No
226-228 Swanston Street MELBOURNE VIC 3000,-37.812548,144.9655,TP-2015-421,Refurbishment of the external facade and construction of mechanical platform on the roof.,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=233839,Yes
415-417 Collins Street MELBOURNE VIC 3000,-37.817468,144.960868,TP-2012-899,"Construction and display of a business identification signage, construction of alterations to rear window",http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=188450,Yes
58 Dudley Street WEST MELBOURNE VIC 3003,-37.808655,144.95334,TP-2012-900,Business Identification and promotion sign,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=188463,Yes
125 Grey Street EAST MELBOURNE VIC 3002,-37.812139,144.985146,TP-2012-898,Partial demolition and alterations and additions at the rear of the existing dwelling,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=188430,No
41-45 Boundary Road NORTH MELBOURNE VIC 3051,-37.794319,144.938672,TP-2012-895,"Change of use to an office, restaurant and recreational area, buildings and works to carry out external alterations, construction and display of business identification signs and reduction in car parking and bicycle facilities requirements",http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=188421,Yes
360-374 Collins Street MELBOURNE VIC 3000,-37.816305,144.962242,TP-2012-896,Partial demolition of existing building and buildings and works,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=188423,Yes
River View House 274-282 Flinders Street MELBOURNE VIC 3000,-37.817363,144.965001,TP-2012-897,Demolish part of the existing wall to create a new opening to a goods lift,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=188424,Yes
249 Swanston Street MELBOURNE VIC 3000,-37.8121737,144.9649231,TP-2012-889,Partial demolition to existing shopfront and construction of alterations and additions to shopfront,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=188297,Yes
40-48 Faraday Street CARLTON VIC 3053,-37.799147,144.973248,TP-2011-205/B,Proposed air conditioning units and metal roof access hatch to the roof,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=188314,Yes
"Unit 7, 45 Milton Street WEST MELBOURNE VIC 3003",-37.8074963,144.9535892,TP-2012-890,Buildings and works to construct covered stairs and a saftey balustrade to access rooftop services,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=188336,No
62 Barnett Street KENSINGTON VIC 3031,-37.7932588,144.9318396,TP-2012-891,Buildings and works to remove existing fence and replace with a picket fence,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=188338,Yes
265-273 MacAulay Road NORTH MELBOURNE VIC 3051,-37.7955134,144.937878,TP-2015-256,Change of use. Primary use - Arts & Craft centre. Secondary use - place of assembly.,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=230927,No
341-347 Flinders Lane MELBOURNE VIC 3000,-37.817828,144.963035,TP-2015-257,To paint facade of the existing building,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=230929,No
46 Morrah Street PARKVILLE VIC 3052,-37.795305,144.956007,TP-2014-328/B,Amend condition requiring completion by 13 April 2015 to 13 June 2015.,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=230825,Yes
17 Wolseley Parade KENSINGTON VIC 3031,-37.796283,144.929858,TP-2015-246,Demolition of infill features of the front verandah,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=228979,Yes
16-26 Bond Street MELBOURNE VIC 3000,-37.8180674,144.9627439,TP-2015-248,Construction of external storage shed,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=228982,Yes
267 Little Collins Street MELBOURNE VIC 3000,-37.8147182,144.9656101,TP-2015-247,Construction and display of business identification signs (one illuminated),http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=228986,Yes
281 Victoria Street WEST MELBOURNE VIC 3003,-37.805665,144.951931,TP-2015-244,Demolition of the existing outbuilding and buildings and works and works to construct a new shed at the rear of the dwelling,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=230736,Yes
468-478 Collins Street MELBOURNE VIC 3000,-37.8178567,144.9580902,TP-2015-245,Addition of under awning signage.,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=230747,No
456-458 La Trobe Street WEST MELBOURNE VIC 3003,-37.8125445,144.9533769,TP-2015-237,Construction of three-storey dwelling at the rear of existing building,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=230624,No
34 Morrah Street PARKVILLE VIC 3052,-37.795329,144.956398,TP-2015-238,Demolition of existing gate and replacement with a cast iron gate,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=230638,Yes
3 Gordon Crescent KENSINGTON VIC 3031,-37.791231,144.927144,TP-2013-638,"External painting, partial demolition and construction of a side fence and timber stairs and minor repair works to the existing dwelling",http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=199412,Yes
